applicant_id_hash,age,annual_income,employment_length_years,home_ownership,region,num_open_accounts,num_delinquencies_2yr,total_revolving_balance,credit_utilisation_pct,months_since_oldest_account,num_hard_inquiries_6mo,loan_amount,interest_rate,loan_purpose,dti_ratio,months_since_last_delinquency,pct_accounts_current,application_date,application_dow,branch_code_id,months_at_current_address,email_domain_type,phone_verified,default_flag,set
e20f1a5d4c438e0f,42.7,63258.0,5.4,OWN,East-Urban,6.0,0,7326.0,38.2,219.0,4,8829.0,12.62,education,0.134,,76.7,2022-02-08,Monday,620,235,corporate,False,0,train
fbe6a8033f8889b6,21.0,51066.0,11.1,MORTGAGE,South-Urban,12.0,0,9886.0,83.6,57.0,3,6463.0,12.41,major_purchase,0.206,3.0,85.9,14-Jan-2023,Thursday,357,194,free,True,1,train
bac3f3e03ba8a317,23.7,147910.0,1.7,OWN,South-Urban,9.0,0,3525.0,24.4,100.0,2,18435.0,7.4,home_improvement,0.157,68.0,95.0,2021-02-04,Sunday,509,8,free,False,0,test
a549220e8c9b23fc,33.3,105331.0,1.2,MORTGAGE,Central-Suburban,13.0,0,0.0,20.6,108.0,0,17927.0,6.61,education,0.15,,71.6,2021-09-18,Monday,945,64,free,True,0,train
3fe58a0b7e45f25f,46.9,,5.8,OWN,Central-Suburban,8.0,2,6968.0,28.5,255.0,1,5387.0,13.44,debt_consolidation,0.084,3.0,75.5,2023-06-01,Sunday,988,42,other,False,0,train
e3100035a843a80e,37.5,19770.0,9.4,MORTGAGE,North-Urban,5.0,0,0.0,43.1,144.0,4,14482.0,14.12,home_improvement,0.306,2.0,81.3,2023-05-04,Tuesday,515,105,free,True,1,train
5312ce701a95eb45,38.8,47424.0,6.9,RENT,East-Suburban,11.0,0,6097.0,16.7,148.0,2,5570.0,12.11,major_purchase,0.249,74.0,83.4,2022-12-14,Friday,577,14,free,True,0,test
aa6fdf5cb58ae08f,58.7,72652.0,5.0,RENT,West-Urban,10.0,0,7838.0,8.2,298.0,1,19419.0,11.33,medical,0.211,,92.9,14-Nov-2021,Monday,595,199,free,False,0,test
bd2239861d311c90,21.0,23733.0,0.7,MORTGAGE,South-Suburban,11.0,0,2982.0,53.1,113.0,1,7896.0,10.22,debt_consolidation,0.152,,86.8,2022-07-02,Monday,127,176,other,True,0,train
bd45bb090596815b,33.1,63915.0,4.5,OWN,South-Suburban,10.0,3,0.0,26.4,107.0,1,8232.0,16.49,education,0.232,23.0,57.1,2021-09-26,Sunday,194,155,free,True,0,train
4e04ee2ba5fecc65,29.5,171861.0,19.0,OTHER,North-Urban,4.0,0,7892.0,25.7,102.0,2,9559.0,10.11,debt_consolidation,0.178,,49.6,2022-05-11,Sunday,703,52,free,True,0,train
08a29cff668adb4f,28.0,76803.0,11.5,MORTGAGE,South-Urban,14.0,1,12481.0,81.1,118.0,1,7539.0,15.03,education,0.282,4.0,82.5,08/21/2021,Saturday,342,163,other,True,1,train
626962e18515cd0f,23.6,67095.0,7.0,OWN,East-Urban,5.0,0,5383.0,22.4,53.0,1,12802.0,11.89,major_purchase,0.087,,89.3,2021-12-16,Saturday,757,108,free,False,0,train
bd8a04bdc207acd9,30.2,62420.0,3.6,MORTGAGE,North-Suburban,7.0,0,3734.0,59.2,129.0,0,11903.0,7.43,education,0.243,,93.2,2022-10-07,Wednesday,272,194,other,True,0,train
eda338dc32c4d106,28.9,90628.0,4.2,MORTGAGE,Central-Urban,6.0,5,10641.0,34.9,106.0,4,10397.0,16.17,debt_consolidation,0.262,50.0,56.2,2021-10-24,Friday,691,81,free,True,0,train
912d106deb6c4c92,44.4,37101.0,3.9,MORTGAGE,North-Urban,9.0,0,7725.0,63.1,215.0,3,8752.0,13.13,debt_consolidation,0.332,41.0,98.9,25-Jun-2022,Sunday,333,58,other,True,1,train
36c54091ebf8dd34,21.0,67433.0,2.7,RENT,East-Suburban,12.0,2,1060.0,30.3,98.0,1,18298.0,11.76,medical,0.146,1.0,79.5,06/14/2022,Sunday,345,85,free,False,0,train
7f85d8709f7e72d5,23.9,56035.0,3.2,RENT,South-Suburban,11.0,3,3709.0,47.9,71.0,4,7763.0,15.24,debt_consolidation,0.146,1.0,75.5,2022-03-08,Saturday,928,129,corporate,True,0,train
88d43208f67c8895,24.3,,14.2,MORTGAGE,South-Urban,5.0,0,8006.0,72.3,95.0,5,9906.0,14.9,home_improvement,0.267,,89.6,2021-07-17,Tuesday,134,28,corporate,True,0,train
2e7e9e2a23529c59,21.0,44685.0,0.0,OWN,South-Suburban,9.0,1,7499.0,72.7,41.0,2,16994.0,15.91,home_improvement,0.18,3.0,95.1,2023-02-15,Monday,205,205,free,True,1,train
98c9359423437089,31.5,180197.0,3.6,MORTGAGE,West-Suburban,5.0,1,10527.0,27.7,87.0,2,11801.0,9.18,other,0.114,20.0,74.1,2023-12-15,Thursday,652,139,corporate,True,0,train
7bafdb207d6964cc,23.0,17248.0,10.7,RENT,East-Suburban,8.0,0,776.0,31.4,134.0,2,8808.0,11.49,medical,0.415,,91.4,2022-10-05,Tuesday,222,88,other,True,0,train
5f56c9726e61b3d4,21.0,31010.0,1.7,rent,West-Urban,6.0,1,0.0,28.5,27.0,2,11114.0,13.85,home_improvement,0.364,1.0,61.0,09/13/2021,Saturday,788,13,free,True,1,test
2f1b9aceb72097b0,30.6,26290.0,2.7,RENT,West-Urban,10.0,2,4363.0,40.9,101.0,2,7586.0,12.98,other,0.22,5.0,74.5,2023-10-31,Thursday,240,42,free,True,0,train
a56902f0a06590c3,36.5,70501.0,2.3,MORTGAGE,North-Suburban,9.0,0,3163.0,41.1,143.0,0,3911.0,9.04,debt_consolidation,0.278,,92.5,09/02/2022,Thursday,154,134,corporate,True,0,test
8f4f12892ca637eb,35.9,81849.0,5.2,MORTGAGE,North-Urban,9.0,0,4855.0,13.4,165.0,2,11026.0,11.2,debt_consolidation,0.059,,85.3,2022-11-16,Tuesday,290,99,free,True,0,train
fd459712f63b8327,21.8,18215.0,3.1,RENT,Central-Urban,3.0,0,1308.0,36.9,41.0,1,10258.0,16.43,small business,0.352,,88.9,05/30/2023,Sunday,512,151,corporate,True,0,train
996c2122b582a144,28.6,177482.0,7.3,MORTGAGE,East-Suburban,6.0,2,14127.0,50.9,88.0,3,13447.0,10.06,home_improvement,0.05,1.0,89.3,2023-01-02,Tuesday,913,44,free,True,0,train
e3abddaf52662ebe,49.0,79567.0,14.1,OWN,Central-Suburban,11.0,0,0.0,39.6,254.0,1,11649.0,11.14,debt_consolidation,0.171,,95.5,04/12/2021,Friday,419,99,free,True,0,train
ab99afbdc720c054,31.3,83008.0,6.2,RENT,West-Urban,8.0,2,4386.0,62.3,126.0,1,13140.0,12.4,debt_consolidation,0.183,1.0,61.8,22/02/2022,Tuesday,172,143,free,True,0,test
c91bb776241f223e,60.9,81269.0,12.0,RENT,North-Suburban,14.0,2,4559.0,31.4,353.0,2,14321.0,10.36,medical,0.192,37.0,65.3,23/10/2023,Tuesday,591,113,free,True,1,train
0ce75e4ac41bfaec,39.7,76449.0,6.1,RENT,South-Urban,10.0,0,3256.0,29.3,167.0,0,12504.0,9.5,debt_consolidation,0.141,8.0,91.8,02/14/2023,Sunday,593,29,free,True,0,train
7ac07c1ac5f44664,54.5,59234.0,6.2,MORTGAGE,South-Urban,9.0,0,7511.0,49.6,253.0,0,28473.0,10.94,education,0.335,,89.5,2022-03-10,Monday,235,118,free,True,0,train
b2c00597c47e091b,47.2,59990.0,5.4,MORTGAGE,North-Urban,6.0,1,641.0,20.5,237.0,1,8649.0,10.44,other,0.211,133.0,76.8,09/02/2021,Thursday,762,175,corporate,False,0,train
6e55fe51d1e586d5,37.7,88083.0,0.0,MORTGAGE,North-Suburban,6.0,0,7257.0,38.4,158.0,2,6733.0,9.02,major_purchase,0.173,,93.0,04/14/2022,Sunday,517,141,free,False,0,train
fc1bf009002693fd,39.0,64101.0,8.5,RENT,North-Suburban,6.0,0,1199.0,63.2,172.0,1,8241.0,12.53,Major Purchase,0.207,,88.2,2023-01-30,Monday,555,17,free,True,0,train
5ce1abb0e31e3e8e,39.0,53904.0,10.2,OWN,East-Urban,7.0,1,5817.0,69.8,185.0,3,20566.0,13.05,home_improvement,0.091,13.0,90.2,02/10/2023,Saturday,745,50,corporate,True,0,train
34982080bf2e5f52,30.1,22821.0,1.2,OWN,South-Urban,6.0,0,0.0,34.4,145.0,1,2739.0,13.66,debt_consolidation,0.155,,56.0,2023-12-11,Monday,434,151,free,True,1,test
07d4a3082fff8ca7,38.5,47984.0,0.7,RENT,North-Urban,7.0,0,5115.0,62.8,210.0,0,7429.0,8.62,major_purchase,0.096,,85.1,2023-10-10,Friday,666,237,free,True,0,test
61b715d11a10202a,40.8,54675.0,4.6,OWN,West-Suburban,5.0,4,0.0,17.6,239.0,6,13013.0,18.99,debt_consolidation,0.242,1.0,48.0,2023-03-19,Thursday,841,45,free,True,0,train
581c1cf288e01104,51.2,17956.0,4.5,MORTGAGE,North-Suburban,8.0,0,6104.0,9.1,263.0,1,11138.0,12.84,major_purchase,0.161,,97.4,2022-12-08,Thursday,513,204,free,True,0,train
bde9c18393f11d75,21.0,,0.0,RENT,East-Urban,14.0,2,10325.0,41.5,20.0,1,10001.0,17.87,debt_consolidation,0.313,68.0,70.4,2023-09-28,Saturday,651,38,corporate,True,1,test
e914afc897361fe2,23.0,80643.0,3.2,RENT,West-Urban,8.0,4,7784.0,40.0,35.0,3,9368.0,16.01,home_improvement,0.158,7.0,78.2,21/05/2021,Thursday,646,225,free,False,0,test
6d22adb8295c5f76,41.7,47283.0,8.6,OWN,West-Urban,11.0,0,3179.0,48.1,166.0,0,6118.0,9.2,home_improvement,0.18,29.0,94.6,2021-03-06,Monday,905,2,free,False,0,train
fc10205fe577fef4,33.9,62384.0,3.1,RENT,North-Suburban,5.0,0,6036.0,16.6,145.0,2,9953.0,9.01,medical,0.094,8.0,90.7,2021-08-15,Monday,362,125,corporate,True,0,train
0986b97f5ff8e3db,42.9,72268.0,6.7,MORTGAGE,Central-Suburban,8.0,3,5719.0,34.8,182.0,0,22910.0,14.83,DEBT_CONSOLIDATION,0.151,1.0,62.2,2022-01-09,Friday,308,28,free,True,0,train
f1c04dd08e777d03,39.3,41905.0,10.3,RENT,North-Urban,9.0,0,4752.0,40.1,145.0,3,9886.0,11.87,debt_consolidation,0.186,,84.3,09/23/2022,Sunday,765,213,free,True,0,train
6a4b3056de9abf0f,43.8,26571.0,8.2,MORTGAGE,South-Urban,9.0,1,1797.0,28.9,347.0,1,13650.0,15.68,home_improvement,0.285,45.0,72.0,27-Apr-2022,Sunday,201,162,free,True,0,train
c0c8fd234d22b04a,45.7,70855.0,,RENT,West-Suburban,6.0,0,6359.0,48.0,208.0,3,21295.0,9.78,other,0.098,,98.6,2021-09-28,Saturday,474,139,free,True,0,train
2a62f2997b244da8,21.0,114010.0,3.5,MORTGAGE,North-Urban,11.0,0,6357.0,59.8,27.0,0,11977.0,14.22,other,0.085,,96.6,2021-11-23,Thursday,111,185,corporate,True,0,test
819941ced5e224b5,44.4,135265.0,9.4,Mortgage,South-Urban,7.0,0,6914.0,37.2,195.0,1,12795.0,12.79,home_improvement,0.171,,86.7,2021-10-12,Tuesday,321,59,free,True,0,train
3b4dccc31840eb69,46.4,25384.0,9.0,OWN,West-Urban,4.0,0,2825.0,78.8,244.0,0,3920.0,13.14,medical,0.269,,97.8,03/30/2023,Saturday,339,77,free,True,0,train
f9755f1ace2c3e27,44.2,113440.0,7.1,MORTGAGE,Central-Urban,5.0,1,9648.0,34.1,203.0,2,9807.0,8.92,home_improvement,0.077,3.0,90.1,16-Feb-2023,Sunday,363,107,other,True,0,train
cbfbf89046e48cee,30.5,98013.0,3.1,RENT,West-Suburban,4.0,0,6870.0,46.6,127.0,1,12743.0,10.03,small_business,0.183,,77.0,2022-02-07,Monday,462,163,free,True,0,train
517546b461165443,31.5,21809.0,2.9,RENT,East-Urban,12.0,0,3374.0,41.6,115.0,0,6678.0,12.36,debt_consolidation,0.154,5.0,87.9,14-Mar-2023,Wednesday,347,118,free,True,0,test
8e7bfafab3ed33bc,21.0,49220.0,12.5,MORTGAGE,South-Suburban,9.0,2,428.0,11.9,33.0,2,9066.0,9.82,medical,0.275,10.0,71.2,2023-04-17,Wednesday,298,18,free,True,0,train
21f5ab6985363fd0,30.3,72438.0,,OWN,East-Urban,11.0,0,8458.0,53.3,120.0,1,6398.0,11.59,other,0.202,,97.5,2021-10-07,Wednesday,213,200,free,True,0,train
3b16fb24ede45058,36.6,25467.0,2.5,MORTGAGE,South-Urban,9.0,2,3583.0,80.5,149.0,1,3941.0,19.53,major_purchase,0.368,9.0,80.1,2023-10-29,Monday,316,140,corporate,True,1,train
38b2e1da48059354,25.7,22236.0,4.6,RENT,East-Suburban,7.0,1,4353.0,65.1,68.0,0,11141.0,13.91,small_business,0.305,10.0,83.1,01/12/2022,Sunday,440,217,corporate,False,1,train
6a4454535f6aaa4c,40.3,36631.0,7.5,OWN,North-Suburban,9.0,0,0.0,5.9,182.0,2,8417.0,9.86,home_improvement,0.144,25.0,85.7,2022-08-25,Tuesday,683,105,corporate,True,0,test
01190b5315160ffd,37.1,17095.0,5.9,MORTGAGE,East-Suburban,4.0,0,0.0,65.8,135.0,1,7753.0,10.81,debt_consolidation,0.191,,90.6,2022-09-16,Sunday,983,191,corporate,True,0,test
63cc7ee5bf829ce0,46.9,,,MORTGAGE,North-Suburban,13.0,0,2409.0,32.9,213.0,1,10630.0,11.77,debt_consolidation,0.299,3.0,84.7,2022-12-30,Thursday,582,78,free,False,1,train
464d26018a50cd80,32.5,77678.0,3.1,MORTGAGE,North-Urban,4.0,1,6474.0,31.8,121.0,1,11810.0,10.53,debt_consolidation,0.327,1.0,70.0,2023-03-15,Tuesday,637,16,free,True,0,train
f44badae21c91036,21.0,41966.0,0.0,MORTGAGE,West-Suburban,10.0,0,0.0,56.4,28.0,3,8100.0,12.88,OTHER,0.217,78.0,74.0,15-Oct-2022,Sunday,429,225,corporate,True,0,train
5445b4b557b2676c,36.1,24313.0,7.1,RENT,West-Suburban,6.0,2,601.0,5.8,132.0,1,6530.0,14.82,medical,0.367,32.0,86.7,2023-03-31,Thursday,654,217,other,True,0,train
1c2123a99c96fd19,33.4,66660.0,5.7,OWN,North-Urban,10.0,4,0.0,33.6,110.0,0,7957.0,13.68,education,0.09,10.0,72.5,2023-12-30,Thursday,809,210,free,True,0,train
57fffcc8d02eac37,27.7,86009.0,4.5,RENT,Central-Suburban,7.0,0,8931.0,96.4,96.0,1,11582.0,8.84,other,0.176,,98.1,26-Aug-2021,Saturday,504,236,free,True,0,test
712680333f10bbb7,36.8,23440.0,6.1,MORTGAGE,West-Suburban,10.0,0,8639.0,22.8,165.0,1,10901.0,10.41,other,0.219,,94.9,2023-05-31,Tuesday,804,18,corporate,True,0,train
dc29c84ad75c55ff,21.0,23513.0,10.5,OWN,North-Suburban,7.0,0,1044.0,42.7,12.0,0,5081.0,12.08,debt_consolidation,0.273,,94.7,2023-02-03,Sunday,262,59,free,True,0,train
e4a4e32d764d1d0c,49.5,96422.0,,MORTGAGE,North-Suburban,4.0,0,8887.0,49.6,271.0,1,9005.0,10.5,major_purchase,0.103,,86.1,2021-12-03,Wednesday,176,139,free,True,0,train
5b551ea40618bf56,44.6,38655.0,6.5,MORTGAGE,East-Suburban,9.0,3,1007.0,36.2,286.0,4,9514.0,19.55,small_business,0.403,8.0,82.1,2021-02-26,Sunday,534,66,corporate,True,0,train
8f9f37ebb09dbd16,51.3,80124.0,14.4,rent,West-Suburban,11.0,2,11345.0,46.8,239.0,1,14006.0,12.07,major_purchase,0.141,33.0,52.2,2021-10-28,Tuesday,604,190,free,True,0,train
4c05ea3637e5199f,56.6,68314.0,5.4,MORTGAGE,South-Urban,14.0,2,4636.0,7.6,327.0,1,18711.0,11.71,education,0.163,56.0,76.1,16-Oct-2021,Sunday,165,211,free,True,1,test
cd1bd4491e9c5be4,22.7,,7.6,RENT,Central-Suburban,7.0,0,4938.0,56.9,60.0,0,22018.0,16.12,home_improvement,0.453,,76.6,2023-09-19,Saturday,971,20,other,True,0,train
d32194ad3d2fe78d,44.9,41695.0,3.0,MORTGAGE,West-Suburban,10.0,2,4591.0,34.7,196.0,3,8893.0,11.98,other,0.274,1.0,83.7,2023-07-02,Friday,306,16,free,True,1,train
ad3a6342c638677d,27.6,70367.0,4.4,rent,South-Suburban,4.0,0,3801.0,21.2,70.0,2,9238.0,9.97,major_purchase,0.163,,91.2,07/05/2023,Thursday,195,157,corporate,True,0,test
c483b7779a381333,57.2,78284.0,13.6,mortgage,West-Suburban,10.0,1,6947.0,60.6,295.0,0,12596.0,10.92,medical,0.168,51.0,67.8,2021-11-08,Thursday,361,142,free,True,0,train
5606c0b3785dc97b,21.6,343673.0,0.0,MORTGAGE,North-Urban,5.0,1,7348.0,8.4,39.0,2,12187.0,6.25,medical,0.134,19.0,80.6,2023-07-30,Saturday,516,106,free,True,0,train
969c3bd45a61dc1a,48.2,85623.0,10.8,MORTGAGE,East-Suburban,5.0,0,2681.0,48.6,223.0,1,9066.0,10.43,home_improvement,0.131,53.0,78.2,2023-10-24,Thursday,796,229,other,True,0,train
331af9cd9a858a32,21.0,,2.6,RENT,North-Suburban,5.0,0,7197.0,59.0,34.0,1,18782.0,11.53,debt_consolidation,0.196,,90.7,09-Aug-2021,Friday,563,29,corporate,True,0,train
e1e8de94f05e9f8d,48.0,51522.0,6.6,MORTGAGE,Central-Suburban,9.0,0,0.0,55.4,228.0,2,10645.0,12.84,debt_consolidation,0.32,30.0,56.7,02/11/2022,Wednesday,848,218,other,True,0,test
1b286c3acee55353,51.0,17994.0,3.3,RENT,Central-Urban,9.0,1,1104.0,79.3,275.0,0,8672.0,12.52,major_purchase,0.207,22.0,74.3,2023-08-05,Monday,530,114,corporate,True,0,train
d7e0aa0c80dc0404,37.8,103839.0,12.5,RENT,Central-Urban,6.0,1,7718.0,44.6,163.0,1,26506.0,12.41,small_business,0.05,53.0,89.4,2021-09-10,Friday,403,77,corporate,True,0,train
d2e904b49254c201,51.5,2000000.0,6.7,MORTGAGE,West-Urban,11.0,0,3676.0,18.6,252.0,2,10627.0,13.68,debt_consolidation,0.164,,80.4,09-Jan-2023,Thursday,500,93,corporate,True,0,train
4bf97e4705a924d6,51.6,129095.0,8.4,RENT,West-Urban,9.0,1,17023.0,51.5,237.0,5,13503.0,13.51,other,0.137,22.0,76.5,2022-06-27,Thursday,261,195,corporate,True,0,test
504835b22e85c6f1,21.0,72087.0,6.5,MORTGAGE,West-Urban,10.0,0,1012.0,13.8,90.0,1,14705.0,9.38,medical,0.245,,74.5,2023-06-29,Saturday,421,75,other,True,1,train
74e15afa46f3c283,54.1,36595.0,2.3,RENT,North-Suburban,6.0,1,7799.0,62.3,320.0,0,12800.0,7.67,home improvement,0.133,9.0,82.0,17-Sep-2022,Sunday,234,103,free,True,0,train
174656d7bdc8be6d,50.8,171262.0,,MORTGAGE,West-Suburban,6.0,0,9372.0,35.5,289.0,2,21594.0,7.55,medical,0.11,,93.6,2022-10-04,Sunday,777,19,free,True,0,train
ba9e7c8a092b2eaa,38.4,102378.0,8.4,MORTGAGE,South-Suburban,7.0,1,9478.0,65.7,163.0,0,16766.0,10.49,major purchase,0.312,10.0,95.7,2023-01-27,Thursday,387,5,free,True,0,train
6582f11b16df17fd,30.4,29931.0,14.0,RENT,West-Suburban,8.0,0,7103.0,76.4,138.0,1,7833.0,8.13,Medical,0.176,,93.7,2022-10-22,Friday,958,44,corporate,False,0,train
18582556d19e0cb1,33.5,30948.0,5.3,RENT,West-Suburban,8.0,2,0.0,28.3,169.0,1,8857.0,18.83,home_improvement,0.127,3.0,83.0,2022-08-17,Tuesday,273,187,free,True,0,train
99f10a69ded36d70,42.0,20531.0,,OWN,West-Suburban,12.0,0,0.0,83.5,263.0,1,12235.0,17.93,Major Purchase,0.391,,85.3,29-Mar-2021,Saturday,694,134,free,True,0,train
ea274d93cf609546,27.4,,5.6,MORTGAGE,Central-Suburban,8.0,1,2119.0,35.3,82.0,1,5833.0,11.89,debt_consolidation,0.253,115.0,76.4,2023-12-12,Tuesday,465,206,corporate,True,0,train
cd784823f04d0735,34.1,55509.0,7.0,RENT,West-Urban,10.0,0,0.0,17.1,156.0,1,17145.0,12.08,education,0.336,,91.1,2023-04-30,Thursday,102,230,free,True,0,train
1c4b999becf5cef6,61.5,27658.0,1.8,MORTGAGE,East-Suburban,12.0,0,870.0,37.9,328.0,1,10644.0,13.61,debt_consolidation,0.185,,70.2,2022-10-03,Monday,387,232,free,False,0,test
5f6eb838ebdc271a,51.1,45557.0,16.3,RENT,Central-Urban,9.0,1,0.0,17.4,241.0,0,8198.0,9.7,medical,0.218,5.0,91.8,08-Oct-2021,Tuesday,689,126,other,True,0,test
6e471b64a2b1bc3b,48.5,75137.0,15.1,RENT,North-Urban,4.0,0,3862.0,49.0,222.0,0,33182.0,9.38,home_improvement,0.264,,81.9,2021-09-26,Thursday,312,152,other,True,0,test
6189aee0701e072a,37.7,37571.0,6.6,MORTGAGE,Central-Urban,8.0,0,6779.0,40.6,163.0,2,7831.0,13.21,Major Purchase,0.221,,79.2,2021-08-25,Wednesday,431,17,other,False,0,train
95714313ae229b1f,34.2,17954.0,3.9,MORTGAGE,Central-Suburban,6.0,0,105.0,39.3,210.0,1,8003.0,12.36,debt_consolidation,0.243,,92.4,02/03/2023,Monday,155,219,free,True,0,test
8f1f9a1c6399c9fa,33.5,37404.0,13.6,RENT,Central-Suburban,9.0,1,2297.0,39.6,179.0,1,9161.0,10.4,debt_consolidation,0.082,1.0,73.2,10/28/2023,Tuesday,416,129,free,True,0,train
fea28d3e18939f93,25.7,,0.0,mortgage,East-Urban,10.0,2,8239.0,56.5,58.0,2,8190.0,13.53,debt_consolidation,0.213,36.0,57.5,2021-02-09,Monday,734,59,free,True,1,test
5f22a569d721dc81,34.4,56068.0,4.1,mortgage,North-Suburban,11.0,0,6700.0,55.5,180.0,1,7269.0,13.2,major_purchase,0.076,,89.7,2021-03-11,Monday,762,37,free,True,0,train
cf690d545811b161,40.8,33998.0,10.3,RENT,South-Suburban,7.0,3,5806.0,67.5,179.0,2,3911.0,15.48,debt_consolidation,0.156,51.0,58.5,05-Aug-2021,Sunday,485,161,corporate,True,0,test
712dcc95ac0c969c,35.5,52081.0,1.0,RENT,Central-Urban,8.0,0,4247.0,58.4,130.0,1,17930.0,15.12,home_improvement,0.198,70.0,94.3,2021-02-03,Friday,658,39,free,True,0,train
169432edb701e1f8,28.9,49811.0,3.3,RENT,West-Suburban,9.0,0,2233.0,25.0,106.0,1,7753.0,14.51,debt_consolidation,0.231,,88.8,2021-03-12,Tuesday,823,230,corporate,True,0,train
d1007e9e810516d0,44.0,38425.0,2.6,Renting,North-Suburban,8.0,3,4834.0,44.2,248.0,4,15599.0,16.29,Other,0.15,2.0,75.3,2023-10-11,Tuesday,448,9,other,True,0,test
fd94450cd98fbd03,60.7,47568.0,5.2,MORTGAGE,East-Suburban,9.0,4,0.0,8.1,348.0,3,8942.0,16.43,other,0.137,15.0,62.1,07/21/2021,Saturday,481,123,free,True,0,train
ac471caf8786b0e3,35.3,29456.0,0.0,RENT,North-Urban,9.0,0,2911.0,18.5,227.0,2,8334.0,12.1,small_business,0.156,,95.4,2021-05-20,Wednesday,227,199,free,True,0,train
c13b9fab377fc00f,22.5,21603.0,11.3,MORTGAGE,East-Urban,,0,3209.0,52.3,78.0,2,12748.0,13.57,small_business,0.231,3.0,82.8,2021-08-07,Wednesday,882,129,free,True,1,train
06a620a26aec4d7b,39.9,38182.0,3.3,RENT,West-Urban,10.0,4,0.0,19.0,215.0,4,10012.0,14.25,medical,0.231,3.0,42.4,05/06/2021,Saturday,413,186,corporate,True,0,test
92a1d3734b40d7d7,43.8,51235.0,5.8,RENT,West-Suburban,3.0,1,7080.0,31.2,211.0,3,8258.0,13.02,home_improvement,0.071,37.0,85.9,2023-08-14,Monday,463,140,free,False,0,train
f943e353edce6f23,58.0,66009.0,20.9,RENT,South-Suburban,3.0,3,3691.0,64.9,331.0,4,12664.0,16.07,debt_consolidation,0.198,154.0,72.1,2023-12-03,Sunday,679,139,free,False,0,train
9390caa574a2bf95,48.1,14651.0,5.2,OTHER,Central-Suburban,4.0,0,2406.0,13.5,243.0,2,8633.0,14.03,debt_consolidation,0.196,79.0,84.9,01/05/2021,Wednesday,648,137,other,False,0,test
b8b9639c9cbea09d,38.1,53028.0,3.4,RENT,East-Urban,6.0,0,6924.0,37.8,153.0,0,18729.0,13.12,debt_consolidation,0.32,,98.0,05/11/2021,Saturday,679,211,free,True,0,train
d814b22179958c35,49.1,46243.0,12.6,RENT,North-Urban,5.0,0,927.0,25.1,266.0,0,14722.0,10.65,debt_consolidation,0.123,,91.3,04/15/2023,Sunday,224,186,free,True,0,test
4a791bf0871ae2ff,49.4,93893.0,11.4,OTHER,Central-Urban,7.0,0,1679.0,15.0,294.0,2,8533.0,6.84,education,0.158,,93.3,2023-09-02,Friday,627,53,free,True,0,train
4b9b42ef3e4978f3,34.2,48505.0,13.7,MORTGAGE,Central-Suburban,8.0,2,4765.0,37.7,139.0,2,17431.0,14.0,medical,0.134,5.0,63.3,2021-12-05,Friday,401,44,free,False,0,train
4e7705f754ff0eb1,24.2,32430.0,1.7,other,South-Suburban,6.0,1,3006.0,64.3,113.0,4,6566.0,11.16,home_improvement,0.141,1.0,92.4,2021-09-19,Tuesday,304,205,corporate,True,1,train
ff5fc5ca4b2caab2,21.0,30382.0,8.9,MORTGAGE,Central-Suburban,13.0,1,5075.0,51.0,56.0,2,6037.0,9.65,major_purchase,0.139,54.0,92.8,2023-11-11,Wednesday,322,37,free,True,1,train
e1120e16ca23f56b,23.3,40827.0,5.0,RENT,Central-Urban,10.0,2,3358.0,86.4,70.0,3,7172.0,13.34,home_improvement,0.217,10.0,80.2,2021-06-13,Tuesday,420,61,corporate,False,0,test
19488ca701a827d7,39.2,44493.0,8.6,RENT,Central-Suburban,9.0,0,0.0,27.4,169.0,1,2707.0,10.79,debt_consolidation,0.273,,69.3,2023-07-28,Sunday,357,50,free,True,0,test
1e79cbc00257fc9c,22.5,33121.0,3.8,mortgage,Central-Urban,9.0,0,5576.0,66.9,70.0,2,10891.0,12.1,other,0.175,31.0,93.6,12/30/2021,Thursday,798,104,free,True,0,test
bd5b71e955164928,50.1,114317.0,12.6,OWN,North-Urban,11.0,2,7047.0,37.3,247.0,4,5966.0,16.65,home_improvement,0.201,103.0,84.7,2021-04-27,Saturday,699,174,free,True,0,test
9f719df1ac4513ad,31.6,49125.0,7.1,RENT,East-Suburban,7.0,1,8453.0,65.8,153.0,0,13090.0,16.61,education,0.383,93.0,53.9,2022-02-12,Friday,631,92,free,True,0,train
72496501aec3cc0f,51.1,158946.0,5.1,RENT,Central-Suburban,5.0,0,24407.0,90.8,345.0,2,12801.0,15.82,education,0.341,45.0,94.9,2022-03-27,Monday,812,64,free,True,0,test
1b92c40392b133e5,21.0,83054.0,0.0,MORTGAGE,North-Urban,6.0,2,7861.0,67.4,66.0,3,10101.0,13.49,debt_consolidation,0.143,5.0,88.3,2023-07-20,Tuesday,692,81,corporate,True,1,train
27132f7a455c121f,24.9,17297.0,1.3,OTHER,East-Suburban,8.0,3,0.0,24.2,57.0,1,5818.0,18.37,major_purchase,0.269,1.0,67.2,2021-09-25,Sunday,977,67,free,True,1,train
5e71d6e90b56b6f1,35.3,31362.0,2.8,RENT,West-Urban,7.0,0,4722.0,76.1,146.0,0,5134.0,9.39,other,0.204,1.0,87.4,03/08/2021,Friday,815,214,free,False,0,train
